question,subject,text,rating,reputation,num_upvotes,num_thanks,href,question_timestamp
"The Fergusons reported making the following payments during the year:

State income taxes of $4,400. Federal tax withholding of $4,000.
Alimony payments to John’s former wife of $10,000.
Child support payments for John’s child with his former wife of $4,100.
$3,200 of real property taxes.
Sandy was reimbursed $600 for employee business expenses she incurred. She was required to provide documentation for her expenses to her employer.
In addition to the $750 of Web design expenses, John attended a conference to improve his skills associated with his Web design work. His trip was for three days and he incurred the following expenses: airfare $370, total taxi fares for trip $180, meals $80, and conference fee of $200.
$3,600 to Kid Care day care center for Samantha’s care while John and Sandy worked.
$14,000 interest on their home mortgage.
$3,000 interest on a $40,000 home-equity loan. They used the loan to pay for a family vacation and new car.
$6,000 cash charitable contributions to qualified charities.
Donation of used furniture to Goodwill. The furniture had a fair market value of $400 and cost $2,000.
a. What is the Fergusons’ 2017 federal income taxes payable or refund, including any self-employment tax and AMT, if applicable? (Use the 2017 AMT exemptions.) (Round your answer to 2 decimal places.)



",Mathematics,"
Answer: $1,601.10 refund, computed as follows: Description Amount Explanation Gross income: Note: Sandy’s reimbursement for her employee business expenses is excluded from gross income. Salary $81,000 ($52,000 + $29,000) 
",0,Ambitious,0,0,https://brainly.com/question/9991357,1525615543
if you were trying to reduce the cost of college which of the following strategies is likely to save the most money,Advanced placement (ap),"
Attending in a stat-public colleague?
",0,Helping Hand,0,0,https://brainly.com/question/9997331,1525671687
The soviet union and the united states became bitter rivals during the,History,"
They became bitter rivals during the Cold War such as worldwar2
",0,Beginner,0,0,https://brainly.com/question/9995318,1525662621
"1. In ""The Great Gatsby,"" why is Nick an out in relation to Daisy and Tom? 
A) He does not drink.
B) He was born into money. 
C) He works for a living. 
2. Which word best completes the sentence? When she saw that she had been given the lead in the musical, Michelle threw up her hands in _________________. 
A) benediction 
B) exultation 
C) vestige 
3. In ""The Great Gatsby,"" what does Gatsby tell Nick about his family?
A) They all died and left him a fortune. 
B) They don't approve of him. 
C) They hate travel and won't visit him. 
4. In ""The Great Gatsby,"" what does Daisy say about Gatsby's house when she first sees it? 
A) She doesn't see how he could afford it. 
B) She doesn't understand how he lives there alone. 
C) She thinks he is pulling her leg and that it is not really his house. 
5. In ""The Great Gatsby,"" why will Gatsby never be accepted by the likes of Daisy and Tom? 
A) He associates with people who are ""below"" them. 
B) He does not share their political views. 
C) His is ""new"" money.",English,"
1. In ""The Great Gatsby,"" why is Nick an out in relation to Daisy and Tom? 

Answer is C) He works for a living. 

2. Which word best completes the sentence? When she saw that she had been given the lead in the musical, Michelle threw up her hands in _________________. 

Answer is B) exultation

3. In ""The Great Gatsby,"" what does Gatsby tell Nick about his family?
Answer is A) They all died and left him a fortune. 

4. In ""The Great Gatsby,"" what does Daisy say about Gatsby's house when she first sees it? 

Answer is B) She doesn't understand how he lives there alone. 

5. In ""The Great Gatsby,"" why will Gatsby never be accepted by the likes of Daisy and Tom? 

Answer is C) His is ""new"" money.
",5,Ambitious,2,1,https://brainly.com/question/9910264,1525184083
"1. In ""The Great Gatsby,"" why is Nick an out in relation to Daisy and Tom? 
A) He does not drink.
B) He was born into money. 
C) He works for a living. 
2. Which word best completes the sentence? When she saw that she had been given the lead in the musical, Michelle threw up her hands in _________________. 
A) benediction 
B) exultation 
C) vestige 
3. In ""The Great Gatsby,"" what does Gatsby tell Nick about his family?
A) They all died and left him a fortune. 
B) They don't approve of him. 
C) They hate travel and won't visit him. 
4. In ""The Great Gatsby,"" what does Daisy say about Gatsby's house when she first sees it? 
A) She doesn't see how he could afford it. 
B) She doesn't understand how he lives there alone. 
C) She thinks he is pulling her leg and that it is not really his house. 
5. In ""The Great Gatsby,"" why will Gatsby never be accepted by the likes of Daisy and Tom? 
A) He associates with people who are ""below"" them. 
B) He does not share their political views. 
C) His is ""new"" money.",English,"
1. The correct answer is: A. He does not drink
",0,Helping Hand,0,0,https://brainly.com/question/9910264,1525184083
What did John Steinbeck do tho prepare for his book the grapes of wrath,English,"
He worked with migrant workers and learned their stories.
",0,Beginner,0,0,https://brainly.com/question/9405132,1522356723
"A plan for the establishment of public schools and the diffusion of knowledge in pennsylvania; to which are added, thoughts upon the mode of education proper in a republic (philadelphia, 1786), 13-36.",Social studies,"
Umm thats a tricky question.
",2.3,Helping Hand,3,3,https://brainly.com/question/9999964,1525686009
"Where have neandertal skeletal remains not been found?
a. israel
b. france
c. iraq
d. germany
e. java?",Geography,"
The correct answer is e. Java.
All of the Neanderthal skeletal remains that are found so far are from Europe and the Middle East (Western Asia). Java is an Indonesian island in Southeast Asia, and in here there's no evidence found of Neanderthals living in this part of the world, nor anywhere in close proximity.
",0,Ambitious,0,0,https://brainly.com/question/9966246,1525436431
"The earth circles around the sun.
A. Policy
B. Value
C. Fact
D. Problem",English,"
C the answer is c its a fact
",0,Beginner,0,0,https://brainly.com/question/9993390,1525643904
Who fired first at the Boston massacre,History,"
Private Hugh Montgomery was the First Man to Fire. He was the first British soldier to fire.

Hope this helps",5,Ambitious,1,2,https://brainly.com/question/9982590,1525536177
"Poem:Allusions: I was there to add some color to the British theater. ""But the blacks can’t do Shakespeare, they have no experience.” This was true. Their thick skulls bled with rancor when the riot police and the skinheads exchanged quips you could trace to the Sonnets . . . –Midsummer, Derek Walcott Which statement best describes the effects of allusions in the passage? The allusions show that the police and the skinheads share a common language based on their race. The allusions help the speaker describe the poor educational system in England at the time. The allusions create a peaceful image of different ethnic groups discussing art and literature together. The allusions suggest that the speaker supports a violent response to racism.",History,"
Its the 2nd (Shakespeare) and 5th (Sonnets)
",5,Ambitious,1,1,https://brainly.com/question/9966951,1525439610
