"Answers","num_words","num_characters","num_misspelled","bin_start_interrogative","bin_end_qmark","num_interrogative","bin_start_small","avg_word_sentence","num_sentences","bin_url","readability_score","num_punctuations","bin_taboo","grammar_check"
"Word processing and databases are the most common type of application software. In this case, application software, often called
productivity programs, are programs designed to specifically attain specific
tasks such as creating documents, databases, sending email, designing graphics
and even playing games. A mobile app is also an emerging type of application
software designed to run on portable devices like mobiles and PDAs. To some extent, email software is an application software
since it can also be distinguished on the basis of usage.







","83","476","2","0","0","0","0","16.6","5","0","12.519638554216868","11","0","0"
"
Been a bit since I learned this but I believe the answer is B.

Hope this helps.
","17","67","0","0","0","0","0","5.666666666666667","3","0","-1.6960784313725483","2","0","1"
"
The correct answer for this question is B.
","8","37","0","0","0","0","0","4.0","2","0","0.5874999999999986","1","0","1"
"
I think B i am sure have a good day
","10","28","0","0","0","0","0","10.0","1","0","-4.1839999999999975","0","0","0"
"
Competitive exclusion principle. In ecology the competitive exclusion principle, sometimes referred to as Gause's Law is a proposition which states that two species competing for the same resources cannot coexist if other ecological factors are constant.
","36","221","1","0","0","0","0","12.0","3","0","12.829999999999998","3","0","0"
"
The correct answer is high, low.

Arteries are part of the circulatory system and are responsible for carrying blood away from the heart and around the body. The arterial blood is oxygenated and this process ensures that every tissue around the body will receive oxygen and nutrients through this blood flow. 

Veins are also part of the circulatory system and are responsible for carrying the deoxygenated blood from the tissues back to the heart. 

Venous pressure is much lower than the arterial pressure. More specifically, venous pressure ranges from 5 to 8 mmHg, while arterial pressure ranges from 15 to 30 mmHg. 
","102","521","3","0","0","0","0","14.571428571428571","7","0","9.128655462184874","9","0","0"
"
Given that only the top 1% are admitted, the cutoff will be as follows:
the z-score is given  by:
z=(x-μ)/σ
where:
μ-mean
σ-standard deviation
P(x>X)=1-P(z<Z)=0.01
⇒P(z<Z)=1-0.01=0.99
thus:
the value of z that corresponds to 0.99 is 2.33
thus:
2.33=(x-600)/60
solving for x we get:
139.8=x-600
x=739.8
thus the cutoff was 739.8


","80","303","0","0","0","1","0","8.0","10","0","-4.300874999999998","31","0","0"
"
It is B) Birmingham Protest

","5","26","0","0","0","0","0","5.0","1","0","1.7940000000000005","1","0","0"
"
C.Frame rate in the game
","6","22","0","0","0","0","0","3.0","2","0","-5.015000000000001","1","0","0"
"
What is an effect the graphics engine programmer's work has on a game?
C. Frame rate in the game
","19","81","0","1","0","1","0","6.333333333333333","3","0","0.576666666666668","2","0","1"
"
This might sound stupid but may you explain more in comments will get back to you if you comment I will answer
","22","91","0","0","0","0","0","22.0","1","0","8.62409090909091","0","0","1"
"
Only you can do this project, it is about your day. If you hand it in with someone else's day entry you will just confuse your teacher.
","27","115","0","0","0","0","0","9.0","3","0","1.5611111111111136","3","0","0"
"
I think the answer is false! Let me know!
","9","35","0","0","0","0","0","3.0","3","0","-3.706666666666667","2","0","1"
"
The answer is............................................................true
","4","77","0","0","0","0","0","2.0","2","0","-2.7674999999999983","60","0","1"
"
You’re so smart, I love questions like this. Hopefully you can solve it so I can know too!
","19","77","0","0","0","0","0","6.333333333333333","3","0","-1.1585964912280673","3","0","0"
"
Easy math here, $327.19/5.00=$65.43800. we can round that that to  65.44 dollars so in total they will need to wash at least 66 cars.
","30","115","0","0","0","0","0","4.285714285714286","7","0","-3.901142857142858","7","0","0"
"
The answer is B foor Apex!!!!!!!!

","6","31","1","0","0","0","0","3.0","2","0","-4.229999999999997","8","0","0"
"
False. I don’t know about Venezuela, but in the US it’s fashionable to arrive either on time or 5-10 minutes before.
","24","102","0","0","0","0","0","8.0","3","0","0.2325000000000017","4","0","0"
"
Flase in the US that is kinda rude to come 15 Min late if u ask me
","17","52","1","0","0","0","0","17.0","1","0","0.9229411764705873","0","0","0"
"
Whats the underlined situation
","4","29","0","0","0","0","0","4.0","1","0","12.362500000000004","0","0","0"
"The correct answer is that Inez will both water and trim her plants within the same day in 30 days, because the lowest common multiple of 2 and 15 is 30.","31","123","0","0","0","0","0","31.0","1","0","12.454193548387096","2","0","1"
"
Thomas Paine made this statement to:

C. convince people to support the independence movement.

This article was made in support of the Revolutionary War, he wouldn't have gone with A or B. Native Americans did not have an important side in this argument. D is also incorrect because even though he did imply this, it is not the topic.
","59","281","0","0","0","0","0","9.833333333333334","6","0","4.801412429378534","7","0","1"
"The answer is A) Dr. Cooper invents a machine that allows him to see atoms inside of matter with more detail. While studying an atom, he thinks he starts to see a pattern in its movement even though current theory states that atoms move in random motion.","47","208","0","0","0","0","0","15.666666666666666","3","0","6.746524822695033","5","0","0"
"
The answer would be C

Lets have a look at the other options:

A. More water in the ducks pond would be positive and would help the population as their habitat (the pond) is maintained

B. Extra plants means extra food for the population, this factor could increase the pop. rather than causing it to drop

C. Extra wolves and foxes casues a threat to the population. Increased predation would see a drop in the population


I hope this helps! I'm happy to help with any other questions you might have :)


","91","422","1","0","0","0","0","13.0","7","0","5.514505494505492","10","0","0"
"
Ancient River civilization are similar to ancient China because they all had rulers. They were different because of their beliefs and religions.
","22","125","0","0","0","0","0","7.333333333333333","3","0","8.14166666666667","2","0","1"
"
Hi dude ! 




It would depend on your definition of being civilized. At the time, yes, while it was compared to other countries, possibly up until about 1750~1900 AD. I could be wrong.



Hope this benefits , please mark it as brainliest and thanks ❤
","43","212","1","0","0","0","0","8.6","5","0","3.572093023255814","8","0","0"
"
The total finance will be as follows:
Total=(downpayment)+(future payments)
Down payment=6/100*2200=$132
Total future payments=(monthly payments)*(number of months)
=24*100
=$2400
thus the total payment will be:
2400+132
=$2532
","37","211","1","0","0","0","0","37.0","1","0","19.347027027027032","8","0","0"
"
A)  Orthodontist

Becoming an Orthodontist has the greatest percentage increase in jobs from 2006-2016

I just took the test and got 100%
","23","121","0","0","0","0","0","23.0","1","0","12.596086956521738","2","0","0"
"
The layers of a jawbreaker is all made of the same material. The layers of the Earth are not, it is made of different kinds of rock, magma, and metal is inside of the core
","35","139","0","0","0","0","0","17.5","2","0","5.218","4","0","1"
"
The correct answers are:
astronomy- the study of the stars, planets, and galaxies
oceanography- the study of water, mainly oceans
meteorology- the study of weather and climate
geology- the study of minerals and rocks","34","190","0","0","0","0","0","34.0","1","0","19.812647058823536","7","0","1"
"
The parts of the heart are the atria, ventricles, septum, valves. The atria collects oxygenated blood that has returned from the lungs.The ventricles , receive blood from the atria. The septum it separates the left atrium and ventricle from the right atrium and ventricle. Finally, the valves separate the various parts of the heart from one another. They allow blood into places it’s supposed to be and keep it out of places it’s not supposed to be.
Undoubtedly, there are more parts of the heart but these are the main functions.
.
Credits to SFGATE

","96","473","1","0","0","0","0","10.666666666666666","9","0","5.539895833333333","14","0","0"
